OPENADMET_CANONICAL_SMILES
CCC1=CC=CC(NC(=O)C2=C(C)N(C3=CC(OC)=CC=C3OC)N=N2)=C1
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC
CC(=O)NC1=CC=C(O)C=C1
COC1=CC=C(OC)C(N2N=NC(C(=O)NC3=CC=C(OC)C(C(C)(C)C)=C3)=C2C)=C1
CC(C)=C1N=C(N(C)S(C)(=O)=O)N=C(C2=CC=C(F)C=C2)C1=CC[C@@H](O)C[C@@H](O)CC(=O)O
NC1=NC=CC(C2=C(C3=CC(Cl)=CC(NS(=O)(=O)C4=CC(F)=CC=C4F)=C3F)N=C(C3COCCN3)S2)=N1
COCCN(C1=CC=C([Si](C)(C)O)C=C1)S(=O)(=O)C1=CC=CC=C1
CC/C(=C(\C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1
O=[N+]([O-])C1=CC=C(S(=O)(=O)NC2=CC=C3C(=C2)N=CN3CC2=CC=CC=C2)C=C1
COC1=CC(Cl)=C(C)C=C1N1N=NC(S(=O)(=O)C2=CC=C(C(C)(C)C)C=C2)=C1C
COC1=CC2=C(C=C1)C1=C(C3CCCCC3)C3=CC=C(C(=O)NS(=O)(=O)N(C)C)C=C3N1CC1(C(=O)N3C4CC3CN(CC3=CC=CC=C3)C4)CC21
CCC(NC1=NN=C(C2=CC=C(OC)C=C2)O1)[C@H]1CC[C@@H](C2=CC=NC3=CC=C(F)C=C32)CC1
CN1CC2CCC(C1)N2C(=O)[C@]12C[C@H]1C1=CC(F)=CC=C1C1=C(C3CCCCC3)C3=CC=C(C(=O)NS(C)(=O)=O)C=C3N1C2
CC1=NN=C(C2=CC=C(C3=C(F)C=C(F)C4=C3C(=O)N([C@@H](C(C)(C)O)C(F)(F)F)C4)C=C2)O1
COC1=CC=C(OC)C(N2N=NC(C(=O)NC3=CC(Br)=CC(C(C)(C)C)=C3)=C2C)=C1
COC1=CC=C(C2CNC(=O)OC2(C)C)C=C1C1=CC=C(C(F)(F)F)C=C1[C@@H]1CC[C@H]2[C@@H](C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)OC(=O)N12
COC1=CC(CNC(=O)CCCC/C=C/C(C)C)=CC=C1O
COC(=O)C1=C(C#N)N=C(C)C(C(=O)OC(C)C)C1C1=CC=CC([N+](=O)[O-])=C1
C[Si](C)(O)C1=CC=C(N(CCC2=CC=CC=C2)S(=O)(=O)C2=CC=CC=C2)C=C1
C=CC(=O)N1CCC[C@@H](N2N=C(C3=CC=C(OC4=CC=CC=C4)C=C3)C3=C(N)N=CN=C32)C1
COC(=O)N[C@@H](C)CNC1=NC=CC(C2=CN(C(C)C)N=C2C2=CC(Cl)=CC(NS(C)(=O)=O)=C2F)=N1
CCOP(=O)(OCC)C(=CC1=CC(C(C)(C)C)=C(O)C(C(C)(C)C)=C1)P(=O)(OCC)OCC
O=C(NC1=CC=C2CCCN(S(=O)(=O)C3=CC=C(F)C=C3)C2=C1)C1=C(F)C=CC=C1F
CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(OC)C=C1)C1=NC=CC=N1
CC(C)(O)CNC(=O)C[C@@H]1CN(S(=O)(=O)C2=CC=C(F)C=C2)C2=CC=C(C(O)(C(F)(F)F)C(F)(F)F)C=C2S1
C[C@H](CCCOS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](OS(=O)(=O)O)[C@@H](OS(=O)(=O)O)C[C@]4(C)[C@H]3CC[C@]12C
C[C@@H](O[C@H]1CN2C(=O)[C@H]3C[C@@H](O)C[C@H]3[C@H]2[C@@H]1C1=CC=C(F)C=C1)C1=CC(C(F)(F)F)=CC(C(F)(F)F)=C1
C#C[C@]1(O)CC[C@H]2C3=C(C=C[C@@]21CC)C1=C(CC3)CC(=O)CC1
COC(=O)C1=C(C)N=C(C)C(C(=O)OC2CCCN(CC3=CC=CC=C3)C2)C1C1=CC=CC([N+](=O)[O-])=C1
CCCOCCN(C(=O)CCl)C1=C(CC)C=CC=C1CC
CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](C4=CC=CC=C4)NC3(C)C)C(=O)N2[C@H]1C(=O)O
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O
O=C(CC1CN(S(=O)(=O)C2=CC=C(F)C=C2)C2=CC=C(C(O)(C(F)(F)F)C(F)(F)F)C=C2S1)N1CCOCC1
O=C(CC1=CC=CC2=CC=CC=C12)NC1=CC=C2C(=C1)N=CN2CC1=CC=CC=C1
COC1=CC=C(C)C=C1N1N=NC(S(=O)(=O)C2=CC=C(C(C)(C)C)C=C2)=C1N
CC(C)=CCOC1=CC=C(/C=C/C(=O)C2=CC=C(OCC=C(C)C)C=C2OCC(=O)O)C=C1
CC(C)(C)NC(=O)C(C1=CC=CC=N1)N1C=CC2=CC(C(C)(C)C(=O)NC(C)(C)C)=CC=C21
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1
C[C@H]1CCC[C@H](O)CCC/C=C/C2=CC(O)=CC(O)=C2C(=O)O1
COC1=CC=C(OC)C(N2N=NC(S(=O)(=O)C3=CC=C(C(C)(C)C)C=C3)=C2C(C)=O)=C1
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)C(C)=CC(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
CC(C)(O)[C@H](F)CNC(=O)C[C@@H]1CCC2=CC(C(O)(C(F)(F)F)C(F)(F)F)=CC=C2N1S(=O)(=O)C1=CC=C(F)C=C1
CC[C@H]1CCCN1C1=CC(C2=CC=CC=C2O)=NN=C1N
CC(C)(O)CC(=O)NCC1CN(S(=O)(=O)C2=CC=C(F)C=C2)C2=CC=C(C(O)(C(F)(F)F)C(F)(F)F)C=C2S1
CCC(NC1=NN=C(C2=CC=C(OC)C=C2)O1)[C@H]1CC[C@@H](C2=CC=NC3=CC=C(C(F)(F)F)C=C32)CC1
CC(C)(C)NC(=O)[C@@H]1CN(CC2=CC=CN=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@H]1C2=CC=CC=C2C[C@H]1O
CC(O)C1=CC=C(N(CC(F)(F)F)S(=O)(=O)C2=CC=CC=C2)C=C1
C[C@@H]1CCCCN1C1=CC(C2=CC=CC=C2O)=NN=C1N
CCOCC(NC1=NN=C(C2=CC=C(OC)C=C2)O1)[C@H]1CC[C@@H](C2=CC=NC3=CC=C(C(F)(F)F)C=C32)CC1
NC(=O)C1=CC(C2=CC=C(F)C=C2)=C2C=CC(CN3CCOC3=O)=CC2=N1
CCN(C1=CC=C([Si](C)(C)O)C=C1)S(=O)(=O)C1=CC=CC=C1
CC1=CC=C(/C=C2/C(=O)C3(C)CCC2C3(C)C)C=C1
O=C1NCCN1CCN1CCC(C2=CN(C3=CC=C(F)C=C3)C3=CC=C(Cl)C=C23)CC1
CCCC1=NN(C)C(C(=O)NC2=CC=CC3=CC=CC=C23)=C1Cl
CC1=C(C2=CC=C(C3=CC=CC=N3)S2)C(=O)N(CCC2=CC=CC=C2)C(C2=CC=CC(F)=C2O)=N1
COC1=CC=C(OC)C(N2N=NC(C(=O)NC3=CC(C(C)(C)C)=CC=C3O)=C2C)=C1
NC(=O)C1=CC(C2=CC=C(F)C=C2)=C2C=CC(CN3CCNC(C(F)(F)F)C3)=CC2=N1
C[C@@H](OC1=CC(C2=CN(C3CCNCC3)N=C2)=CN=C1N)C1=C(Cl)C=CC(F)=C1Cl
COC1=CC(N2N=NC(S(=O)(=O)C3=CC=C(C(C)(C)C)C=C3)=C2C)=C(OC)C=C1C(C)C
O=C(N/N=C/C1=CNC2=CC=CC=C12)C1COC2=CC=CC=C2O1
C[C@]12CC[C@@H]3C4=CC=C(O)C=C4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O
CCCCCC1=CC(O)=C2C(=C1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21
COC(=O)C1=C(C)N=C(C)C(C(=O)OC)C1C1=CC=CC=C1OC(F)F
CC(C)N1CCN(C2=CC=C(OC[C@H]3CO[C@](CN4C=NC=N4)(C4=CC=C(Cl)C=C4Cl)O3)C=C2)CC1
COC1=CC=C(OC)C(N2N=NC(C(=O)NC3=CC=C(C(C)(C)C)C=C3)=C2C)=C1
