epoch,step,train_loss_epoch,train_loss_step,val/mae,val/mse,val/rmse,val_loss
0,4,,,0.7995706796646118,1.001265048980713,1.0006322860717773,1.001265048980713
0,4,1.1191718578338623,,,,,
1,9,,,0.8044754862785339,1.0068658590316772,1.0034270286560059,1.0068658590316772
1,9,1.353018045425415,,,,,
2,14,,,0.7837722897529602,1.0095878839492798,1.0047825574874878,1.0095878839492798
2,14,0.9156295657157898,,,,,
3,19,,,0.7732931971549988,0.9642095565795898,0.9819416999816895,0.9642095565795898
3,19,0.7859162092208862,,,,,
4,24,,,0.7632748484611511,0.9480330348014832,0.9736698865890503,0.9480330348014832
4,24,0.7608561515808105,,,,,
5,29,,,0.7571709752082825,0.9395962953567505,0.9693277478218079,0.9395962953567505
5,29,0.7505704760551453,,,,,
6,34,,,0.8247941136360168,1.0438745021820068,1.0217018127441406,1.0438745021820068
6,34,0.7161669731140137,,,,,
7,39,,,0.8349572420120239,1.051987648010254,1.0256644487380981,1.0519877672195435
7,39,0.7834704518318176,,,,,
8,44,,,0.7617089152336121,0.9337570071220398,0.9663110375404358,0.933756947517395
8,44,0.7614558339118958,,,,,
9,49,,0.23667815327644348,,,,
9,49,,,0.7501721978187561,0.9695581197738647,0.9846614003181458,0.9695581197738647
9,49,0.7246344685554504,,,,,
10,54,,,0.7319193482398987,0.9463334679603577,0.9727967381477356,0.9463334679603577
10,54,0.6876539587974548,,,,,
11,59,,,0.7364704012870789,0.9991779923439026,0.9995889067649841,0.9991779923439026
11,59,0.669970691204071,,,,,
12,64,,,0.7627474665641785,1.0377380847930908,1.018694281578064,1.0377380847930908
12,64,0.6342281699180603,,,,,
13,69,,,0.7839590311050415,1.109260082244873,1.053214192390442,1.109260082244873
13,69,0.6313779950141907,,,,,
14,74,,,0.7790714502334595,1.0831985473632812,1.0407682657241821,1.0831984281539917
14,74,0.582531213760376,,,,,
15,79,,,0.821467399597168,1.1943409442901611,1.0928590297698975,1.1943409442901611
15,79,0.582693874835968,,,,,
16,84,,,0.7845420241355896,1.1117044687271118,1.0543739795684814,1.1117042303085327
16,84,0.5639863014221191,,,,,
17,89,,,0.7533998489379883,1.015944480895996,1.0079407691955566,1.0159443616867065
17,89,0.5627569556236267,,,,,
18,94,,,0.7646619081497192,1.062509536743164,1.0307810306549072,1.062509536743164
18,94,0.5260199308395386,,,,,
19,99,,0.10749639570713043,,,,
19,99,,,0.7444943785667419,1.0155996084213257,1.0077695846557617,1.0155996084213257
19,99,0.5474153161048889,,,,,
