epoch,step,train_loss_epoch,train_loss_step,val/mae,val/mse,val/rmse,val_loss
0,4,,,0.7623924612998962,0.9925326704978943,0.996259331703186,0.9925326704978943
0,4,1.0760550498962402,,,,,
1,9,,,0.8427485227584839,1.101739764213562,1.0496379137039185,1.101739764213562
1,9,1.2573761940002441,,,,,
2,14,,,0.8189077377319336,1.0638971328735352,1.0314538478851318,1.0638970136642456
2,14,1.2738463878631592,,,,,
3,19,,,0.7508338689804077,0.950939416885376,0.9751612544059753,0.950939416885376
3,19,1.014060378074646,,,,,
4,24,,,0.8382399082183838,1.0964287519454956,1.0471049547195435,1.0964287519454956
4,24,0.9719536304473877,,,,,
5,29,,,1.1139484643936157,1.9498332738876343,1.3963643312454224,1.9498332738876343
5,29,0.9479266405105591,,,,,
6,34,,,0.7901811599731445,1.042110562324524,1.0208381414413452,1.0421104431152344
6,34,0.9202433228492737,,,,,
7,39,,,0.7730863094329834,1.2472461462020874,1.1168017387390137,1.2472461462020874
7,39,0.9535124897956848,,,,,
8,44,,,0.6616010069847107,0.8224217295646667,0.9068747162818909,0.8224217891693115
8,44,0.9570360779762268,,,,,
9,49,,0.19658882915973663,,,,
9,49,,,0.7378974556922913,0.9652619957923889,0.9824774861335754,0.9652619957923889
9,49,0.8097842931747437,,,,,
10,54,,,0.6694221496582031,0.8394244313240051,0.916201114654541,0.8394244909286499
10,54,0.8373517394065857,,,,,
11,59,,,0.6979702115058899,0.8885508179664612,0.9426297545433044,0.8885508179664612
11,59,0.7816542983055115,,,,,
12,64,,,0.6774885058403015,0.8435052037239075,0.9184253811836243,0.843505322933197
12,64,0.7534013390541077,,,,,
13,69,,,0.6661827564239502,0.827692985534668,0.9097763299942017,0.827692985534668
13,69,0.7578762769699097,,,,,
14,74,,,0.6564754247665405,0.804625928401947,0.8970094323158264,0.804625928401947
14,74,0.7408362627029419,,,,,
15,79,,,0.6738449931144714,0.8434959053993225,0.9184203147888184,0.8434959053993225
15,79,0.7312131524085999,,,,,
16,84,,,0.6668295860290527,0.8149952292442322,0.9027708768844604,0.8149951696395874
16,84,0.7128226161003113,,,,,
17,89,,,0.6511232256889343,0.7670419216156006,0.8758093118667603,0.7670419812202454
17,89,0.7109648585319519,,,,,
18,94,,,0.6414288282394409,0.7603095769882202,0.8719573020935059,0.7603095173835754
18,94,0.7191620469093323,,,,,
19,99,,0.14391610026359558,,,,
19,99,,,0.638019859790802,0.752659261226654,0.8675593733787537,0.752659261226654
19,99,0.7075859904289246,,,,,
