epoch,step,train_loss_epoch,train_loss_step,val/mae,val/mse,val/rmse,val_loss
0,4,,,0.7991185784339905,0.9906566739082336,0.9953173995018005,0.9906566739082336
0,4,1.1061819791793823,,,,,
1,9,,,0.8122377395629883,1.0109758377075195,1.0054728984832764,1.0109758377075195
1,9,1.2068742513656616,,,,,
2,14,,,0.856112003326416,1.1111761331558228,1.0541234016418457,1.1111761331558228
2,14,1.0578721761703491,,,,,
3,19,,,0.8317651748657227,1.0505973100662231,1.0249865055084229,1.0505973100662231
3,19,0.8996160626411438,,,,,
4,24,,,0.7661331295967102,0.9276337027549744,0.9631374478340149,0.9276337027549744
4,24,1.154319405555725,,,,,
5,29,,,0.8710560202598572,1.2404615879058838,1.1137601137161255,1.2404615879058838
5,29,1.1023701429367065,,,,,
6,34,,,0.7250252962112427,0.8298994302749634,0.9109881520271301,0.8298993706703186
6,34,0.9352771639823914,,,,,
7,39,,,0.7702447175979614,0.9683683514595032,0.9840570688247681,0.9683683514595032
7,39,0.8144550919532776,,,,,
8,44,,,0.71104896068573,0.8033228516578674,0.8962827920913696,0.8033228516578674
8,44,0.785710334777832,,,,,
9,49,,0.17603252828121185,,,,
9,49,,,0.7028331160545349,0.7987333536148071,0.8937188386917114,0.7987334132194519
9,49,0.7118144035339355,,,,,
10,54,,,0.6994158029556274,0.7976253628730774,0.893098771572113,0.7976253628730774
10,54,0.6617217063903809,,,,,
11,59,,,0.7120853066444397,0.8328126668930054,0.9125856757164001,0.8328126668930054
11,59,0.6761253476142883,,,,,
12,64,,,0.6846126914024353,0.7705161571502686,0.8777905106544495,0.7705161571502686
12,64,0.6414330005645752,,,,,
13,69,,,0.7117772102355957,0.8331524729728699,0.9127718806266785,0.8331524729728699
13,69,0.625056266784668,,,,,
14,74,,,0.7305648326873779,0.8816318511962891,0.9389525055885315,0.8816318511962891
14,74,0.6098538637161255,,,,,
15,79,,,0.7479859590530396,0.9202213883399963,0.9592816829681396,0.9202213883399963
15,79,0.5903792381286621,,,,,
16,84,,,0.6718719005584717,0.7488189935684204,0.8653432726860046,0.7488189935684204
16,84,0.5708801746368408,,,,,
17,89,,,0.6524632573127747,0.7191815972328186,0.8480457663536072,0.719181478023529
17,89,0.5554893016815186,,,,,
18,94,,,0.6905884146690369,0.8010000586509705,0.894986093044281,0.8010000586509705
18,94,0.5885308384895325,,,,,
19,99,,0.11208534985780716,,,,
19,99,,,0.6391730904579163,0.694804847240448,0.8335495591163635,0.694804847240448
19,99,0.5420411229133606,,,,,
