epoch,step,train_loss_epoch,train_loss_step,val/mae,val/mse,val/rmse,val_loss
0,4,,,0.7981429100036621,0.9957564473152161,0.997875988483429,0.9957564473152161
0,4,1.3195492029190063,,,,,
1,9,,,0.8036794066429138,0.9944952726364136,0.9972438216209412,0.9944952726364136
1,9,1.1048866510391235,,,,,
2,14,,,0.8171330094337463,1.1060229539871216,1.0516762733459473,1.1060229539871216
2,14,1.2960604429244995,,,,,
3,19,,,0.8175225257873535,1.011159896850586,1.0055644512176514,1.011159896850586
3,19,0.8593525886535645,,,,,
4,24,,,1.2180452346801758,1.9729530811309814,1.404618501663208,1.9729530811309814
4,24,0.8806349039077759,,,,,
5,29,,,1.0203430652618408,1.4436448812484741,1.2015177011489868,1.4436450004577637
5,29,0.9382449984550476,,,,,
6,34,,,0.9119904041290283,1.201640009880066,1.0961934328079224,1.201640009880066
6,34,0.9444897770881653,,,,,
7,39,,,0.8307607173919678,0.9953454732894897,0.9976699948310852,0.9953454732894897
7,39,0.9424034953117371,,,,,
8,44,,,0.6548107862472534,0.7446745038032532,0.8629452586174011,0.7446745038032532
8,44,0.8511332869529724,,,,,
9,49,,0.18325071036815643,,,,
9,49,,,0.7987375259399414,0.9924605488777161,0.9962231516838074,0.9924605488777161
9,49,0.8472782373428345,,,,,
10,54,,,0.7092792391777039,0.7970288991928101,0.8927647471427917,0.7970288991928101
10,54,0.799201250076294,,,,,
11,59,,,0.6627461910247803,0.7708588242530823,0.8779856562614441,0.7708588242530823
11,59,0.7945970296859741,,,,,
12,64,,,0.6516680717468262,0.782873272895813,0.8848012685775757,0.7828731536865234
12,64,0.7282840609550476,,,,,
13,69,,,0.6913034915924072,0.8861443400382996,0.9413524270057678,0.8861443400382996
13,69,0.7533979415893555,,,,,
14,74,,,0.6844620108604431,0.8755013346672058,0.9356822967529297,0.8755013346672058
14,74,0.7372538447380066,,,,,
15,79,,,0.7067659497261047,0.9213826060295105,0.9598867893218994,0.9213826060295105
15,79,0.7210958003997803,,,,,
16,84,,,0.7038880586624146,0.962664783000946,0.9811547994613647,0.962664783000946
16,84,0.7078771591186523,,,,,
17,89,,,0.6944345831871033,0.9038457870483398,0.9507080316543579,0.9038457870483398
17,89,0.698117733001709,,,,,
18,94,,,0.6728897094726562,0.842824399471283,0.9180546998977661,0.8428244590759277
18,94,0.7053453922271729,,,,,
19,99,,0.16587287187576294,,,,
19,99,,,0.6606107354164124,0.784756064414978,0.8858646154403687,0.7847560048103333
19,99,0.7158498764038086,,,,,
